User Query,Attribute Path,Path Length
How do I make friends?,"['Profession', 'Age', 'Emotional State', 'Education Level', 'Marital Status', 'Mental Health Status', 'Economic Status']",7
"Should I try to ask one of the girls I could maybe ask to prom, despite feeling anxious and not having classes with them?","['Emotional State', 'Age', 'Education Level', 'Mental Health Status']",4
How can I start dating and overcome my fear of rejection?,"['Marital Status', 'Emotional State', 'Age', 'Profession', 'Mental Health Status', 'Economic Status']",6
How can I open up emotionally to someone I am dating and allow them to connect with me?,['Emotional State'],1
What can I do to manage my desire to use alcohol as a way to ease social anxiety?,['Emotional State'],1
How can I change my perspective to connect better with people and be less lonely?,['Emotional State'],1
How can I get my motivation back and start talking to more people and going on dates?,"['Emotional State', 'Mental Health Status']",2
Is social media necessary for making friends as a university student?,['Education Level'],1
"How can I move forward and make a life for myself if I have no idea what I want to be, or who I am even now?","['Emotional State', 'Education Level', 'Profession', 'Age', 'Gender', 'Mental Health Status', 'Economic Status', 'Marital Status']",8
Why do friends randomly decide to hate you or cut you off without a discussion?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Marital Status', 'Economic Status']",6
What are some tips to become more extroverted?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Education Level']",5
How can I find fulfillment when being a 'nice guy' isn't benefiting me as expected?,['Emotional State'],1
How can I feel more engaged when meeting new people?,['Emotional State'],1
Why do girls stop texting me?,"['Age', 'Education Level', 'Gender', 'Emotional State', 'Marital Status', 'Profession', 'Mental Health Status', 'Economic Status', 'Health Status']",9
How can I improve my social skills and overcome social awkwardness?,['Emotional State'],1
How can I deal with my feelings for my friend who is now dating someone else?,['Emotional State'],1
Should I be 'young' and engage in risky behaviors like my peers to avoid future regrets?,"['Age', 'Mental Health Status', 'Profession', 'Emotional State', 'Education Level', 'Gender', 'Marital Status', 'Economic Status', 'Health Status']",9
Why do I feel so alienated and different when it comes to dating/girls?,"['Marital Status', 'Emotional State', 'Mental Health Status', 'Gender', 'Education Level', 'Past Self-Harm History', 'Profession', 'Economic Status']",8
How can I improve my social skills beyond interacting with friends on social media and text messages?,"['Education Level', 'Age', 'Profession']",3
How can I improve my social skills and gain the courage to speak up and make friends?,['Emotional State'],1
How can I relate better to my classmates and make friends around my age group despite feeling disconnected?,"['Age', 'Education Level']",2
"Other than occasional therapy, is there any solid advice?","['Emotional State', 'Mental Health Status', 'Profession', 'Economic Status']",4
How can I make conversations more interesting and show a girl that I think she's cute?,"['Age', 'Profession', 'Education Level', 'Gender', 'Emotional State', 'Mental Health Status', 'Marital Status', 'Economic Status']",8
How can I make friends as an adult in a new town with limited social opportunities?,"['Age', 'Profession']",2
How do I develop a personality?,"['Emotional State', 'Education Level', 'Profession', 'Mental Health Status', 'Age']",5
How do I become a more socially interesting and involved person? What can I do to bring more meaning to my at-home life than simply surfing the internet and doing homework?,['Profession'],1
How can I discipline myself better to achieve my goals and maintain a proper diet?,['Emotional State'],1
What changes can I make to improve my mental health and social life?,['Mental Health Status'],1
Could you give me some advice for my first date?,['Emotional State'],1
How can I overcome my fear of reaching out and showing interest in others?,['Emotional State'],1
How can I overcome the feeling of being trapped by past social experiences?,"['Past Self-Harm History', 'Mental Health Status']",2
Does anybody have any advice on how to approach a situation like this? Or some tips to break the ice?,"['Emotional State', 'Age', 'Profession', 'Marital Status', 'Education Level', 'Mental Health Status', 'Gender', 'Economic Status', 'Health Status']",9
How can I overcome loneliness and find proper friends while coping with stress from university and financial issues?,"['Age', 'Education Level', 'Profession', 'Emotional State', 'Economic Status', 'Mental Health Status']",6
How can I handle starting university when I'm not good at socializing and worried about being alone?,"['Age', 'Education Level', 'Mental Health Status', 'Profession', 'Emotional State']",5
How can I make at least one good friend and improve my social skills?,"['Emotional State', 'Profession', 'Age']",3
"What books can I read to improve my social skills, and how can I meet people and strike up conversations?",['Age'],1
How can I connect better with customers and coworkers at my retail fashion job?,['Profession'],1
Do you think I'm a boring/uninteresting person?,"['Emotional State', 'Profession', 'Mental Health Status', 'Age', 'Education Level', 'Health Status', 'Economic Status', 'Gender', 'Marital Status']",9
Is there anyway I can change the way I socialize?,"['Emotional State', 'Marital Status', 'Profession']",3
How can I develop friendships with women despite my social anxiety and past homeschooling experience?,"['Age', 'Gender', 'Education Level', 'Marital Status', 'Mental Health Status', 'Emotional State', 'Profession', 'Economic Status']",8
Where's a good place to start? Is this something that can actually be fixed or changed? Should I get used to always being alone?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Age', 'Education Level', 'Past Self-Harm History', 'Profession', 'Economic Status']",8
What can I do now to not feel so lonely and empty?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Education Level', 'Health Status', 'Profession', 'Age', 'Economic Status', 'Past Self-Harm History']",9
Should I just keep trying to work on myself so I'm more interesting?,"['Mental Health Status', 'Emotional State', 'Profession', 'Education Level', 'Age', 'Health Status', 'Economic Status']",7
Why is it that people won't include me in anything?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age', 'Marital Status', 'Economic Status', 'Education Level']",7
"Would a speech therapist help with my social anxiety and trouble with enunciation, or is there some type of exercise I can do to help myself?",['Emotional State'],1
What are people interested in seeing on Snapchat? Are people okay with things like 'wake up' selfies or stuff like that? What would be going too far?,"['Age', 'Mental Health Status', 'Emotional State', 'Profession', 'Education Level', 'Marital Status', 'Health Status']",7
How can I stop isolating myself and socialize more in college?,"['Age', 'Education Level', 'Profession', 'Marital Status', 'Mental Health Status', 'Emotional State']",6
How can I embrace discomfort to overcome my introversion?,['Emotional State'],1
"How do I get him to stop without violence, and do I just ignore it until it goes away?","['Emotional State', 'Past Self-Harm History', 'Mental Health Status']",3
Why didn't my friends and coworkers show up to my party even after confirming they would come?,"['Emotional State', 'Profession', 'Mental Health Status', 'Age', 'Marital Status', 'Economic Status', 'Education Level']",7
Is there like a self-help group thing that a bunch of loser nobodies can meet up and talk about their shit?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age', 'Economic Status', 'Marital Status', 'Health Status', 'Past Self-Harm History']",8
How can I deal with my fear of going to parties and being rejected?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Marital Status', 'Economic Status']",6
How can I stop procrastinating and motivate myself to complete tasks on time?,['Emotional State'],1
How can I improve my self-esteem and confidence in social situations and physical appearance?,['Emotional State'],1
How can I reconnect with my friends after cutting them off for a few months?,['Emotional State'],1
How can I manage my friendship with Jane without damaging my relationships with other friends?,"['Emotional State', 'Marital Status', 'Mental Health Status', 'Age', 'Profession']",5
How do I get over my mentality that stops me from pursuing romantic or sexual relationships?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age', 'Marital Status', 'Profession', 'Education Level']",7
How do I tell my friend to stop singing and suggest he write and sell songs instead?,['Profession'],1
How can I improve my social skills and make friends?,"['Emotional State', 'Profession']",2
How can I learn to deal with negative comments better?,['Emotional State'],1
Is the lack of genuine connection in my life the result of poor social skills or something much deeper?,['Mental Health Status'],1
How do unemployed adults make new friends without having a job?,"['Age', 'Profession', 'Emotional State', 'Marital Status', 'Economic Status', 'Education Level', 'Mental Health Status']",7
How can I sustain a normal conversation with a girl?,"['Age', 'Education Level', 'Profession', 'Gender', 'Mental Health Status', 'Emotional State', 'Marital Status', 'Economic Status']",8
How do you meet new people your own age in an isolated area?,"['Age', 'Profession', 'Emotional State', 'Mental Health Status']",4
Is there any hope for me?,"['Emotional State', 'Mental Health Status', 'Age', 'Marital Status', 'Past Self-Harm History', 'Education Level']",6
How can I stop people thinking I'm weird?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age', 'Education Level', 'Marital Status']",6
Why am I still being ostracized and ignored despite making improvements in my social skills and achievements?,"['Mental Health Status', 'Emotional State', 'Profession', 'Age', 'Education Level', 'Marital Status', 'Economic Status', 'Past Self-Harm History']",8
Is there any way to stop these thoughts from taking over my present life?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Profession', 'Age', 'Gender', 'Marital Status', 'Health Status', 'Education Level']",9
How can I be more giving in my relationships and less selfish with my time and energy?,['Emotional State'],1
How do I stop turning everything into a joke and express my true feelings?,['Emotional State'],1
How can I navigate my friendship with this girl given our schedules and the communication challenges I face?,"['Age', 'Education Level', 'Profession', 'Emotional State', 'Marital Status', 'Gender']",6
"Why am I the target of harassment from my roommates, and how can I reverse or avoid this in the future?","['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Marital Status', 'Economic Status', 'Health Status', 'Education Level']",8
How can I improve my behavior to stop being an outsider in groups and build friendship and romantic bonds with people?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Education Level', 'Profession', 'Age']",6
Why do I feel empty after meeting someone I'm interested in?,['Emotional State'],1
Why do people look at me but avoid making eye contact or engaging with me?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Marital Status', 'Economic Status', 'Health Status', 'Education Level']",8
How can I overcome hurdles in friendships and relationship stuff?,"['Marital Status', 'Emotional State', 'Mental Health Status', 'Profession', 'Education Level', 'Age', 'Past Self-Harm History', 'Gender']",8
Is there any hope for me in improving my social life?,"['Emotional State', 'Marital Status', 'Profession', 'Age']",4
How can I overcome my lack of confidence and break free from acting like a child in social situations?,"['Emotional State', 'Mental Health Status']",2
"How can I be a fun, loving, amazing person to be with?",['Emotional State'],1
How can I retain a good relationship with a female that progresses beyond simple office talk?,"['Age', 'Education Level', 'Profession', 'Gender', 'Marital Status', 'Emotional State']",6
Why don't I have any friends here despite my efforts?,"['Emotional State', 'Profession', 'Mental Health Status', 'Age', 'Marital Status', 'Education Level', 'Economic Status']",7
How can I become a more likable person and make friends?,"['Emotional State', 'Profession']",2
Do I have a good plan for being more socially active in college? Is there anything else I should do to increase my odds of social success this time? Is there anything I'm doing that's a bad idea and I should drop?,"['Age', 'Education Level', 'Profession', 'Emotional State', 'Marital Status', 'Mental Health Status', 'Past Self-Harm History', 'Economic Status']",8
What do you do to keep your emotions from ruling your life?,['Emotional State'],1
Why am I so lonely?,"['Marital Status', 'Emotional State', 'Age', 'Mental Health Status', 'Past Self-Harm History', 'Profession', 'Economic Status']",7
How can I ensure that this new chapter in my life is a good one?,"['Age', 'Emotional State', 'Profession']",3
What am I doing wrong in my social interactions that leads me to have suicidal thoughts?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Past Self-Harm History', 'Profession', 'Age']",6
How do I overcome my awkwardness when asking women out?,"['Age', 'Emotional State', 'Profession', 'Gender', 'Education Level', 'Mental Health Status', 'Marital Status', 'Past Self-Harm History', 'Economic Status']",9
What can I do to improve my social skills faster?,"['Education Level', 'Age', 'Profession']",3
What should I do about my fluency disorder affecting my ability to communicate?,"['Education Level', 'Health Status', 'Profession']",3
Am I really that incomprehensible?,"['Emotional State', 'Mental Health Status', 'Education Level', 'Age', 'Profession', 'Gender', 'Marital Status', 'Economic Status', 'Health Status', 'Past Self-Harm History']",10
"Can anyone give me some tips on how to handle certain social situations like responding to jokes, opening up to others, or starting conversations without coming off as creepy?",['Emotional State'],1
"Why do I feel ignored and dismissed in conversations with this group of people, and is it because of my appearance?","['Age', 'Gender', 'Profession', 'Education Level', 'Emotional State', 'Mental Health Status']",6
"Does anyone relate, or have any tips/advice for dealing with a mental block during conversations?",['Mental Health Status'],1
Any possible tips for not talking too much out of fear of awkward silence?,"['Age', 'Emotional State']",2
Am I still wrong? Do I not have a right to be upset by these things? Am I being racist?,"['Emotional State', 'Gender', 'Age', 'Marital Status', 'Profession', 'Economic Status', 'Mental Health Status', 'Education Level', 'Health Status', 'Past Self-Harm History']",10
Why do I no longer receive attention from women at work after having many crushes on me before?,"['Gender', 'Age', 'Marital Status', 'Profession', 'Mental Health Status', 'Economic Status', 'Emotional State', 'Health Status', 'Education Level', 'Past Self-Harm History']",10
"Am I doing enough already just by listening, or should I do more to help my colleague with anxiety and depression?",['Mental Health Status'],1
Any advice for a non-social 22m trying to be more social?,"['Age', 'Profession', 'Mental Health Status', 'Education Level', 'Emotional State']",5
How can I improve my social skills and build confidence?,['Emotional State'],1
How can I deal with the discomfort of receiving attention from women after my weight loss?,['Age'],1
"How can I move forward and not feel like a burden while dealing with my autism, ADHD, GAD, and depression?",['Emotional State'],1
"How do I open up to new people, get more friends of the opposite sex and maybe even find a relationship?","['Marital Status', 'Emotional State', 'Profession', 'Age', 'Education Level', 'Mental Health Status']",6
How can I get better social skills and improve my social life?,['Emotional State'],1
What am I doing wrong that people never wait and listen to what I say?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age', 'Education Level', 'Health Status', 'Gender', 'Marital Status', 'Economic Status']",9
How can I overcome my low self-esteem and start dating despite my past experiences?,"['Mental Health Status', 'Past Self-Harm History', 'Emotional State', 'Age', 'Marital Status', 'Profession', 'Economic Status', 'Gender', 'Education Level']",9
What are some tips and advice to minimize symptoms of social anxiety?,['Emotional State'],1
How do I stop thinking about her all the time and drop these feelings?,"['Emotional State', 'Mental Health Status', 'Age', 'Marital Status', 'Past Self-Harm History', 'Profession', 'Gender', 'Economic Status']",8
How can I improve my social skills when I missed out on learning them during my early years?,['Education Level'],1
Any tips for mourning the loss of old friendships and not letting it affect new ones?,['Emotional State'],1
What is it about my personality that sends every woman running?,"['Emotional State', 'Profession', 'Marital Status', 'Gender', 'Age', 'Economic Status', 'Mental Health Status', 'Health Status', 'Education Level', 'Past Self-Harm History']",10
Do you think my comment was so hurtful?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age', 'Marital Status', 'Past Self-Harm History']",6
Any ideas to overcome being perceived as quiet in a workplace setting?,['Profession'],1
What is my best option? Should I leave everything behind and go back to college and make some friends/meaningful relationships or stay here and be happy with my job for 2/3 of the day and basically feel miserable for the last 1/3 of the day until I'm completely fed up with it?,"['Profession', 'Emotional State']",2
How can I make new friends in the Sarasota area?,['Age'],1
"How can I get better at socialising fast, or at all?","['Emotional State', 'Age', 'Profession', 'Education Level', 'Marital Status', 'Mental Health Status', 'Economic Status']",7
What are some methods or drills that can help me stop overthinking my body and what others think of me at every single moment?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Education Level']",5
How can learning martial arts help me overcome anxiety and depression caused by past bullying and humiliation?,['Emotional State'],1
"How can I improve my social skills with friends, strangers, and especially girls?","['Emotional State', 'Age', 'Profession', 'Gender', 'Education Level', 'Marital Status', 'Mental Health Status']",7
How do you get over regrets?,"['Mental Health Status', 'Age', 'Emotional State', 'Profession', 'Marital Status', 'Past Self-Harm History', 'Education Level', 'Economic Status']",8
How can I start a meaningful romantic relationship?,"['Marital Status', 'Emotional State', 'Age', 'Education Level', 'Gender', 'Profession', 'Health Status']",7
How can I tell if I am attractive or not?,"['Age', 'Gender', 'Profession', 'Emotional State', 'Marital Status', 'Education Level', 'Mental Health Status', 'Economic Status']",8
How do I fit in? Are there other people who feel this way? Is this just what adult life is and I need to just fake it till I make it?,"['Emotional State', 'Age', 'Mental Health Status', 'Profession', 'Marital Status', 'Education Level', 'Past Self-Harm History', 'Gender']",8
Any tips for forming friendships at my age whilst most are still in school as I graduated a year early?,['Age'],1
"How can I strike up and hold a conversation, progress relationships with new acquaintances, change my perception of how others perceive me, and become more interested in others?",['Emotional State'],1
How am I supposed to keep or get someone's interest when I have nothing to talk about?,"['Emotional State', 'Age', 'Profession', 'Education Level', 'Marital Status', 'Mental Health Status', 'Gender', 'Economic Status']",8
What are some ways to counteract the fear of abandonment and rejection?,['Emotional State'],1
How can I become more socially confident and form relationships in college?,"['Age', 'Education Level']",2
How do I make friends and where do people even make friends?,"['Profession', 'Age', 'Education Level', 'Emotional State']",4
How can I make and keep real friends?,"['Emotional State', 'Profession', 'Age', 'Mental Health Status', 'Marital Status', 'Education Level', 'Economic Status']",7
"Can you please share your own experiences with dealing with gym anxiety and some practical ways that can help me get out of this anxious cycle? Some coping skills, useful mindset?",['Emotional State'],1
"Does anyone have any tips for finding things to do in my area, or just trying to be more social in general?","['Age', 'Profession', 'Emotional State', 'Education Level', 'Mental Health Status', 'Marital Status', 'Economic Status']",7
"If I find myself starting to make a friend, should I tell them about my alexithymia? When? Is it possible that someone would still want to be friends with me even if they know I don't care emotionally about them or our friendship together?","['Emotional State', 'Age', 'Mental Health Status', 'Profession', 'Marital Status', 'Education Level', 'Gender', 'Health Status']",8
How can I overcome my low self-esteem and improve my ability to interact with people?,"['Emotional State', 'Mental Health Status']",2
How can I make the most of reconnecting with an old high school crush after years of self-improvement?,['Age'],1
Does anyone else have a similar situation or dealt with a similar situation?,"['Emotional State', 'Marital Status', 'Mental Health Status', 'Past Self-Harm History', 'Age', 'Profession', 'Economic Status', 'Health Status', 'Gender', 'Education Level']",10
What can I do to overcome my social anxiety and build social skills?,"['Emotional State', 'Age', 'Mental Health Status', 'Profession', 'Education Level']",5
How can I change the way people perceive me at work to avoid feeling like they see me as a threat?,['Profession'],1
"What should I text her to find out why she is avoiding me, or should I even do it?","['Marital Status', 'Emotional State', 'Age', 'Profession', 'Mental Health Status', 'Gender', 'Economic Status', 'Past Self-Harm History', 'Education Level', 'Health Status']",10
How can I regain my mental sharpness and reduce anxiety in conversations?,['Education Level'],1
Is it childish to be this open with my emotions?,['Emotional State'],1
How can I make friends in my second year of college when I have difficulty due to anxiety and existing social circles?,"['Education Level', 'Age', 'Mental Health Status', 'Profession', 'Emotional State', 'Marital Status', 'Economic Status']",7
How can I have a normal conversation with others at school and talk to the girl I like?,['Age'],1
How can I befriend people I meet despite my shyness and insecurities?,"['Emotional State', 'Age', 'Profession', 'Mental Health Status', 'Education Level']",5
What can I do to start a meaningful conversation?,"['Emotional State', 'Age', 'Education Level', 'Profession']",4
How can I make close friends in my current situation?,"['Profession', 'Age', 'Emotional State', 'Education Level']",4
What is the etiquette for meeting people at concerts or shows?,['Age'],1
What can I do to build meaningful friendships and connections at 25?,"['Age', 'Profession', 'Emotional State']",3
Any ideas of how I can combat this self doubt?,"['Emotional State', 'Profession', 'Age', 'Mental Health Status', 'Education Level', 'Gender', 'Marital Status', 'Economic Status', 'Health Status', 'Past Self-Harm History']",10
What can I do to improve my social skills and be able to make friends and find a girlfriend?,"['Emotional State', 'Profession', 'Marital Status', 'Age', 'Education Level', 'Gender']",6
How can I meet new people at 24-25 years old?,['Profession'],1
How can I avoid looking at people's mouths when making eye contact?,['Emotional State'],1
Any tips for getting out of this mindset?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Profession', 'Age']",5
Any ideas how I can go about meeting new people in a big city?,['Age'],1
Is it normal to feel completely lost and like everything is falling apart in my mid-20s?,['Emotional State'],1
Is it normal not to have a best friend?,"['Emotional State', 'Age', 'Mental Health Status', 'Marital Status', 'Education Level', 'Profession', 'Health Status', 'Gender', 'Economic Status']",9
How do I overcome my anxiety and become more confident?,"['Emotional State', 'Mental Health Status', 'Age', 'Education Level', 'Health Status', 'Profession']",6
How can I get out of the mindset of being bullied and overcome my fear of encountering people from high school in public?,"['Emotional State', 'Mental Health Status']",2
What advice can you give for feeling like nobody likes me and struggling to talk to someone I like?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Education Level', 'Marital Status', 'Past Self-Harm History', 'Economic Status']",8
How can I overcome my feelings of loneliness and isolation in a new country?,['Emotional State'],1
How can I become more interesting and learn to talk to people to save my relationship?,"['Education Level', 'Age', 'Profession', 'Marital Status', 'Emotional State']",5
How can I form meaningful relationships with friends or significant others?,['Marital Status'],1
How can I overcome my feelings of inadequacy due to my height and improve my dating life?,"['Emotional State', 'Profession', 'Mental Health Status', 'Age', 'Marital Status', 'Education Level', 'Economic Status', 'Gender']",8
How should I get closer to her?,"['Gender', 'Age', 'Marital Status', 'Emotional State', 'Profession', 'Mental Health Status', 'Economic Status', 'Health Status', 'Past Self-Harm History', 'Education Level']",10
How can I overcome my social anxiety and make friends?,"['Emotional State', 'Age', 'Profession', 'Education Level', 'Marital Status', 'Mental Health Status', 'Past Self-Harm History', 'Gender']",8
How can I improve my social skills and behavior to avoid turning people away?,['Emotional State'],1
Should I try to limit my work schedule to help my social life?,['Profession'],1
How can I stop feeling lonely and improve my chances of finding love?,"['Marital Status', 'Emotional State', 'Age', 'Education Level', 'Mental Health Status']",5
How can I improve my ability to engage in conversations with attractive women and overcome my anxiety?,"['Emotional State', 'Age', 'Profession', 'Mental Health Status', 'Education Level']",5
Do you have any tips on how to express my feelings better to other people?,['Emotional State'],1
What would you suggest me to do to change the things the way they are to get more friends and relationships and be more connected with other people?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age', 'Education Level', 'Marital Status']",6
How can I retrain my brain to be kinder to myself after social events?,['Emotional State'],1
How can I initiate friendships when people seem more friendly towards me lately?,['Emotional State'],1
How can I express my discomfort about birthday celebrations to others?,['Emotional State'],1
What steps do I take to stop all of this and find self-worth?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Marital Status', 'Education Level', 'Health Status', 'Economic Status']",8
Do you have any advice on whether it would be weird to ask a guy I haven't talked to in years to grab a beer when I return to my hometown?,['Age'],1
How can I be less awkward or come off less standoffish?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age', 'Education Level']",5
How can I improve my self-esteem and stop hating myself?,['Mental Health Status'],1
How can I get over her and start approaching other girls?,[],0
How can I gain confidence?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Education Level']",5
Why am I unable to get a girlfriend despite my efforts?,"['Marital Status', 'Emotional State', 'Profession', 'Gender', 'Age', 'Education Level', 'Mental Health Status', 'Economic Status', 'Past Self-Harm History']",9
Does anyone else just feel really weak or self-conscious when around athletes or people with better bodies?,"['Emotional State', 'Age', 'Profession', 'Health Status', 'Mental Health Status', 'Economic Status']",6
What should I do? Are the problems with me? With them? I need concrete advice on how to manage this situation.,"['Emotional State', 'Marital Status', 'Age', 'Profession', 'Economic Status', 'Education Level', 'Mental Health Status']",7
Any idea or advice on what I should do about attending the small house party?,"['Emotional State', 'Profession', 'Age', 'Marital Status', 'Education Level', 'Mental Health Status', 'Economic Status', 'Health Status']",8
What should I do when I find myself not wanting to be social around others?,"['Emotional State', 'Mental Health Status']",2
What are some tips on showing feelings to create stronger relationships?,['Emotional State'],1
How do I go about getting a girlfriend given my situation?,"['Marital Status', 'Emotional State', 'Age', 'Profession', 'Gender', 'Education Level', 'Mental Health Status', 'Past Self-Harm History']",8
What should I do to manage my anxiety about attending a show alone for the first time?,['Emotional State'],1
How do I learn basic social skills at age 31?,"['Age', 'Education Level']",2
How can I be myself and get along with coworkers who are a different age?,['Age'],1
Why do people seem to instantly dislike me or come to dislike me after meeting me a few times?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Marital Status', 'Economic Status']",6
How can I improve my friendships so that my friends reach out to me more often?,['Emotional State'],1
Is it wrong to not want to talk to him?,"['Emotional State', 'Age', 'Marital Status', 'Gender', 'Profession', 'Mental Health Status', 'Economic Status', 'Health Status', 'Education Level']",9
Is this something I can fix with meds or have I officially just gone mad?,"['Mental Health Status', 'Emotional State', 'Past Self-Harm History', 'Age', 'Profession', 'Health Status']",6
What are the best ways to invite classmates to become friends?,"['Age', 'Profession', 'Education Level', 'Emotional State', 'Marital Status', 'Mental Health Status', 'Economic Status']",7
Is there any way I can try to reverse this and try to regain my confidence in talking to people and regain my social skills in general?,"['Mental Health Status', 'Profession']",2
How can I effectively handle the roleplay scenarios in a customer support interview when I have limited information?,['Profession'],1
Am I being too sensitive about my friendship with Jade?,"['Emotional State', 'Marital Status', 'Age', 'Education Level', 'Mental Health Status', 'Gender', 'Profession', 'Health Status']",8
What are good ways to build self esteem?,['Mental Health Status'],1
"How can I improve my self-esteem and social anxiety, and make friends?","['Mental Health Status', 'Emotional State']",2
How can I practice my social skills while going out alone without feeling anxious or awkward?,['Age'],1
How can I be a better conversationalist and a more interesting human being overall?,['Education Level'],1
"Is there any way I can let her know that she's hurting us and herself, without making her feel like she should just shut up and not talk about her problems?",['Mental Health Status'],1
How can I expand my social circle and meet new people without feeling guilty about neglecting my existing friends and family commitments?,['Age'],1
How can I be less clingy and anxious when talking to girls?,"['Emotional State', 'Mental Health Status', 'Age', 'Education Level']",4
What indicators would a member of the female gender give if she were interested in something beyond platonic friendship?,[],0
Is it too late to start trying to be social at work after being silent for the past 3 months?,"['Age', 'Mental Health Status']",2
"How can I help myself get out of my head when speaking to people, and just say what I want and need to say?",['Emotional State'],1
How can I make and maintain friendships as an adult with social interaction challenges?,"['Emotional State', 'Age', 'Mental Health Status']",3
How do I reject someone's advances in a work setting and is my behavior inappropriate in these situations?,['Profession'],1
How do you actually talk to people when you're feeling anxious?,['Emotional State'],1
What should I have done or do in the future when something like this happens again?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Past Self-Harm History', 'Marital Status', 'Education Level', 'Economic Status', 'Health Status', 'Gender']",10
How can I approach girls?,[],0
How do I stop fixating on the fact I’ve no experience with girls and being afraid of someone saying yes?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Marital Status', 'Education Level', 'Past Self-Harm History', 'Gender']",8
How can I get a girlfriend when I don't see any romantic opportunities?,"['Marital Status', 'Emotional State', 'Age', 'Profession', 'Gender', 'Education Level', 'Mental Health Status', 'Past Self-Harm History']",8
How do I command respect from people who are better than me and not be walked on by my long-distance girlfriend who barely talks to me but still takes my money?,"['Emotional State', 'Profession', 'Marital Status', 'Economic Status', 'Mental Health Status', 'Age']",6
Has anyone experienced something similar? Does anyone have any advice on why people that get to know me don't like me?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age', 'Education Level', 'Marital Status', 'Past Self-Harm History', 'Gender', 'Health Status', 'Economic Status']",10
How can I start building new social connections in the Charleston area as a homeschooled senior who is struggling with isolation?,"['Age', 'Mental Health Status']",2
How can I stop coming off as intimidating to others?,"['Emotional State', 'Age', 'Profession']",3
How can I overcome my fear of talking to people and improve my communication skills?,"['Education Level', 'Age', 'Profession', 'Emotional State', 'Mental Health Status']",5
How can I have more social interactions?,"['Emotional State', 'Marital Status', 'Profession']",3
How can I stop being a jerk and put my past actions to rest?,"['Mental Health Status', 'Emotional State', 'Profession', 'Past Self-Harm History', 'Age', 'Marital Status', 'Economic Status', 'Education Level']",8
How can I make new friends in a college setting despite my anxiety and Aspergers?,['Education Level'],1
How do I talk to a girl I never talked to?,"['Age', 'Gender', 'Education Level', 'Marital Status', 'Emotional State', 'Profession', 'Mental Health Status', 'Past Self-Harm History']",8
Is there any way or exercise to overcome this?,"['Emotional State', 'Health Status', 'Past Self-Harm History', 'Mental Health Status', 'Profession', 'Age', 'Economic Status', 'Education Level', 'Marital Status']",9
How should I deal with my male friend who makes hurtful jokes about my body?,"['Emotional State', 'Age', 'Profession', 'Mental Health Status', 'Marital Status', 'Gender', 'Economic Status', 'Education Level']",8
What can I do to feel like I belong in my social group at university?,"['Emotional State', 'Mental Health Status']",2
Should I get on anti-anxiety meds?,"['Emotional State', 'Health Status', 'Age', 'Education Level', 'Mental Health Status', 'Profession', 'Gender', 'Marital Status', 'Economic Status', 'Past Self-Harm History']",10
How can I text and connect with other young guys and not feel like I'm annoying them?,"['Age', 'Profession', 'Education Level', 'Mental Health Status', 'Emotional State', 'Gender', 'Marital Status', 'Past Self-Harm History']",8
Why do I always get attracted to someone who will never reciprocate my feelings?,"['Mental Health Status', 'Emotional State', 'Profession', 'Age', 'Education Level', 'Marital Status', 'Past Self-Harm History', 'Economic Status']",8
How can I make friends when I'm struggling with social anxiety and past negative experiences?,"['Emotional State', 'Past Self-Harm History', 'Mental Health Status', 'Age', 'Profession', 'Marital Status', 'Education Level', 'Economic Status']",8
How can I temporarily cope with my social anxiety to pass my classes and graduate college?,['Emotional State'],1
How can I manage this situation with my job where I feel stressed and forced into a position I don't want?,['Profession'],1
Should I speak to my friends about being disappointed with their reaction to my panic attack?,['Emotional State'],1
