User Query,Attribute Path,Path Length
How can I feel more engaged when meeting new people?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age']",4
Why do girls stop texting me?,"['Emotional State', 'Age', 'Mental Health Status', 'Education Level', 'Health Status', 'Marital Status']",6
How can I improve my social skills and overcome social awkwardness?,"['Emotional State', 'Education Level', 'Profession', 'Mental Health Status']",4
How can I deal with my feelings for my friend who is now dating someone else?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
Should I be 'young' and engage in risky behaviors like my peers to avoid future regrets?,"['Age', 'Mental Health Status', 'Emotional State', 'Education Level']",4
Why do I feel so alienated and different when it comes to dating/girls?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Past Self-Harm History']",4
How can I improve my social skills beyond interacting with friends on social media and text messages?,"['Education Level', 'Emotional State', 'Health Status', 'Age', 'Profession']",5
How can I improve my social skills and gain the courage to speak up and make friends?,"['Emotional State', 'Mental Health Status', 'Profession']",3
How can I relate better to my classmates and make friends around my age group despite feeling disconnected?,"['Age', 'Education Level', 'Emotional State', 'Mental Health Status']",4
"Other than occasional therapy, is there any solid advice?","['Emotional State', 'Past Self-Harm History', 'Age', 'Mental Health Status', 'Marital Status']",5
How can I make conversations more interesting and show a girl that I think she's cute?,"['Age', 'Emotional State', 'Profession', 'Mental Health Status', 'Education Level']",5
How can I make friends as an adult in a new town with limited social opportunities?,"['Age', 'Emotional State', 'Profession', 'Mental Health Status']",4
How do I develop a personality?,"['Emotional State', 'Mental Health Status', 'Profession', 'Education Level']",4
How do I become a more socially interesting and involved person? What can I do to bring more meaning to my at-home life than simply surfing the internet and doing homework?,"['Emotional State', 'Profession']",2
How can I discipline myself better to achieve my goals and maintain a proper diet?,"['Emotional State', 'Education Level', 'Mental Health Status', 'Profession']",4
What changes can I make to improve my mental health and social life?,"['Emotional State', 'Mental Health Status']",2
Could you give me some advice for my first date?,['Emotional State'],1
How can I overcome my fear of reaching out and showing interest in others?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age']",4
How can I overcome the feeling of being trapped by past social experiences?,"['Past Self-Harm History', 'Mental Health Status', 'Emotional State', 'Age']",4
Does anybody have any advice on how to approach a situation like this? Or some tips to break the ice?,"['Emotional State', 'Age', 'Marital Status', 'Gender', 'Education Level', 'Mental Health Status', 'Profession']",7
How can I overcome loneliness and find proper friends while coping with stress from university and financial issues?,"['Emotional State', 'Mental Health Status', 'Education Level']",3
How can I handle starting university when I'm not good at socializing and worried about being alone?,['Mental Health Status'],1
How can I make at least one good friend and improve my social skills?,"['Emotional State', 'Mental Health Status', 'Profession', 'Marital Status', 'Age', 'Education Level']",6
"What books can I read to improve my social skills, and how can I meet people and strike up conversations?","['Education Level', 'Emotional State', 'Age', 'Profession']",4
How can I connect better with customers and coworkers at my retail fashion job?,"['Profession', 'Emotional State', 'Education Level', 'Mental Health Status']",4
Do you think I'm a boring/uninteresting person?,['Emotional State'],1
Is there anyway I can change the way I socialize?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Age', 'Profession']",5
How can I develop friendships with women despite my social anxiety and past homeschooling experience?,"['Emotional State', 'Age', 'Gender', 'Education Level', 'Marital Status', 'Past Self-Harm History']",6
Where's a good place to start? Is this something that can actually be fixed or changed? Should I get used to always being alone?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Past Self-Harm History']",4
What can I do now to not feel so lonely and empty?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Past Self-Harm History']",4
Should I just keep trying to work on myself so I'm more interesting?,[],0
Why is it that people won't include me in anything?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age', 'Gender']",5
"Would a speech therapist help with my social anxiety and trouble with enunciation, or is there some type of exercise I can do to help myself?","['Emotional State', 'Education Level', 'Health Status', 'Profession']",4
What are people interested in seeing on Snapchat? Are people okay with things like 'wake up' selfies or stuff like that? What would be going too far?,['Age'],1
How can I stop isolating myself and socialize more in college?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Education Level']",4
How can I embrace discomfort to overcome my introversion?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Past Self-Harm History']",5
"How do I get him to stop without violence, and do I just ignore it until it goes away?","['Past Self-Harm History', 'Emotional State', 'Mental Health Status', 'Age', 'Profession']",5
Why didn't my friends and coworkers show up to my party even after confirming they would come?,"['Emotional State', 'Mental Health Status', 'Profession']",3
Is there like a self-help group thing that a bunch of loser nobodies can meet up and talk about their shit?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Marital Status']",4
How can I deal with my fear of going to parties and being rejected?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age']",4
How can I stop procrastinating and motivate myself to complete tasks on time?,"['Emotional State', 'Mental Health Status']",2
How can I improve my self-esteem and confidence in social situations and physical appearance?,"['Emotional State', 'Mental Health Status', 'Profession']",3
How can I reconnect with my friends after cutting them off for a few months?,"['Emotional State', 'Past Self-Harm History', 'Mental Health Status', 'Age']",4
How can I manage my friendship with Jane without damaging my relationships with other friends?,['Emotional State'],1
How do I get over my mentality that stops me from pursuing romantic or sexual relationships?,"['Mental Health Status', 'Emotional State', 'Past Self-Harm History', 'Marital Status']",4
How do I tell my friend to stop singing and suggest he write and sell songs instead?,['Profession'],1
How can I improve my social skills and make friends?,"['Emotional State', 'Profession', 'Mental Health Status']",3
How can I learn to deal with negative comments better?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
Is the lack of genuine connection in my life the result of poor social skills or something much deeper?,"['Mental Health Status', 'Marital Status', 'Emotional State']",3
How do unemployed adults make new friends without having a job?,"['Profession', 'Emotional State', 'Age', 'Mental Health Status', 'Marital Status']",5
How can I sustain a normal conversation with a girl?,['Emotional State'],1
How do you meet new people your own age in an isolated area?,"['Age', 'Emotional State', 'Profession', 'Mental Health Status', 'Marital Status']",5
Is there any hope for me?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age', 'Marital Status']",5
How can I stop people thinking I'm weird?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Age', 'Past Self-Harm History', 'Profession']",6
Why am I still being ostracized and ignored despite making improvements in my social skills and achievements?,"['Mental Health Status', 'Emotional State', 'Past Self-Harm History', 'Age', 'Marital Status', 'Profession']",6
Is there any way to stop these thoughts from taking over my present life?,"['Emotional State', 'Past Self-Harm History', 'Mental Health Status', 'Age', 'Profession']",5
How can I be more giving in my relationships and less selfish with my time and energy?,"['Emotional State', 'Mental Health Status', 'Marital Status']",3
How do I stop turning everything into a joke and express my true feelings?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Profession']",4
How can I navigate my friendship with this girl given our schedules and the communication challenges I face?,"['Emotional State', 'Health Status', 'Age', 'Marital Status', 'Profession']",5
"Why am I the target of harassment from my roommates, and how can I reverse or avoid this in the future?","['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Gender', 'Profession']",5
How can I improve my behavior to stop being an outsider in groups and build friendship and romantic bonds with people?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Past Self-Harm History', 'Education Level']",5
Why do I feel empty after meeting someone I'm interested in?,"['Emotional State', 'Mental Health Status', 'Age', 'Past Self-Harm History', 'Marital Status']",5
Why do people look at me but avoid making eye contact or engaging with me?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession']",4
How can I overcome hurdles in friendships and relationship stuff?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Past Self-Harm History']",4
Is there any hope for me in improving my social life?,"['Emotional State', 'Marital Status', 'Profession', 'Age', 'Mental Health Status']",5
How can I overcome my lack of confidence and break free from acting like a child in social situations?,"['Emotional State', 'Mental Health Status', 'Age', 'Past Self-Harm History', 'Profession']",5
"How can I be a fun, loving, amazing person to be with?","['Emotional State', 'Mental Health Status', 'Profession', 'Marital Status', 'Age']",5
How can I retain a good relationship with a female that progresses beyond simple office talk?,"['Gender', 'Marital Status', 'Emotional State', 'Age', 'Education Level', 'Profession', 'Mental Health Status']",7
Why don't I have any friends here despite my efforts?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age', 'Marital Status', 'Past Self-Harm History']",6
How can I become a more likable person and make friends?,"['Emotional State', 'Profession', 'Mental Health Status', 'Age', 'Marital Status']",5
Do I have a good plan for being more socially active in college? Is there anything else I should do to increase my odds of social success this time? Is there anything I'm doing that's a bad idea and I should drop?,['Emotional State'],1
What do you do to keep your emotions from ruling your life?,"['Emotional State', 'Mental Health Status', 'Profession']",3
Why am I so lonely?,"['Emotional State', 'Marital Status']",2
How can I ensure that this new chapter in my life is a good one?,"['Emotional State', 'Mental Health Status', 'Age', 'Marital Status']",4
What am I doing wrong in my social interactions that leads me to have suicidal thoughts?,"['Emotional State', 'Past Self-Harm History', 'Mental Health Status', 'Age', 'Marital Status']",5
How do I overcome my awkwardness when asking women out?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Marital Status']",5
What can I do to improve my social skills faster?,"['Education Level', 'Emotional State', 'Mental Health Status', 'Age']",4
What should I do about my fluency disorder affecting my ability to communicate?,"['Health Status', 'Mental Health Status', 'Education Level', 'Emotional State', 'Past Self-Harm History']",5
Am I really that incomprehensible?,"['Emotional State', 'Mental Health Status', 'Age']",3
"Can anyone give me some tips on how to handle certain social situations like responding to jokes, opening up to others, or starting conversations without coming off as creepy?",['Emotional State'],1
"Why do I feel ignored and dismissed in conversations with this group of people, and is it because of my appearance?","['Emotional State', 'Mental Health Status', 'Age', 'Profession']",4
"Does anyone relate, or have any tips/advice for dealing with a mental block during conversations?",['Mental Health Status'],1
Any possible tips for not talking too much out of fear of awkward silence?,"['Emotional State', 'Age', 'Mental Health Status', 'Education Level', 'Health Status']",5
Am I still wrong? Do I not have a right to be upset by these things? Am I being racist?,"['Emotional State', 'Mental Health Status', 'Profession']",3
Why do I no longer receive attention from women at work after having many crushes on me before?,"['Emotional State', 'Mental Health Status', 'Profession', 'Gender', 'Marital Status', 'Age', 'Economic Status', 'Health Status']",8
"Am I doing enough already just by listening, or should I do more to help my colleague with anxiety and depression?","['Mental Health Status', 'Emotional State']",2
Any advice for a non-social 22m trying to be more social?,"['Age', 'Mental Health Status', 'Emotional State', 'Past Self-Harm History', 'Marital Status']",5
How can I improve my social skills and build confidence?,"['Emotional State', 'Education Level', 'Profession']",3
How can I deal with the discomfort of receiving attention from women after my weight loss?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
"How can I move forward and not feel like a burden while dealing with my autism, ADHD, GAD, and depression?","['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
"How do I open up to new people, get more friends of the opposite sex and maybe even find a relationship?","['Gender', 'Marital Status', 'Emotional State', 'Profession']",4
How can I get better social skills and improve my social life?,"['Emotional State', 'Education Level', 'Profession', 'Marital Status']",4
What am I doing wrong that people never wait and listen to what I say?,['Emotional State'],1
How can I overcome my low self-esteem and start dating despite my past experiences?,"['Past Self-Harm History', 'Emotional State', 'Marital Status', 'Mental Health Status', 'Age']",5
What are some tips and advice to minimize symptoms of social anxiety?,"['Emotional State', 'Past Self-Harm History']",2
How do I stop thinking about her all the time and drop these feelings?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age']",4
How can I improve my social skills when I missed out on learning them during my early years?,"['Education Level', 'Age', 'Mental Health Status']",3
Any tips for mourning the loss of old friendships and not letting it affect new ones?,"['Emotional State', 'Mental Health Status']",2
What is it about my personality that sends every woman running?,"['Emotional State', 'Mental Health Status', 'Gender', 'Profession', 'Age']",5
Do you think my comment was so hurtful?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Marital Status']",4
Any ideas to overcome being perceived as quiet in a workplace setting?,"['Emotional State', 'Profession']",2
What is my best option? Should I leave everything behind and go back to college and make some friends/meaningful relationships or stay here and be happy with my job for 2/3 of the day and basically feel miserable for the last 1/3 of the day until I'm completely fed up with it?,"['Emotional State', 'Education Level', 'Mental Health Status']",3
How can I make new friends in the Sarasota area?,"['Age', 'Emotional State']",2
"How can I get better at socialising fast, or at all?","['Emotional State', 'Mental Health Status', 'Education Level', 'Profession']",4
What are some methods or drills that can help me stop overthinking my body and what others think of me at every single moment?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age']",4
How can learning martial arts help me overcome anxiety and depression caused by past bullying and humiliation?,"['Past Self-Harm History', 'Emotional State', 'Mental Health Status']",3
"How can I improve my social skills with friends, strangers, and especially girls?","['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Marital Status']",5
How do you get over regrets?,"['Mental Health Status', 'Past Self-Harm History', 'Emotional State']",3
How can I start a meaningful romantic relationship?,"['Marital Status', 'Emotional State', 'Past Self-Harm History', 'Age']",4
How can I tell if I am attractive or not?,"['Age', 'Emotional State', 'Mental Health Status', 'Gender', 'Marital Status']",5
How do I fit in? Are there other people who feel this way? Is this just what adult life is and I need to just fake it till I make it?,"['Emotional State', 'Mental Health Status']",2
Any tips for forming friendships at my age whilst most are still in school as I graduated a year early?,['Age'],1
"How can I strike up and hold a conversation, progress relationships with new acquaintances, change my perception of how others perceive me, and become more interested in others?","['Emotional State', 'Mental Health Status']",2
How am I supposed to keep or get someone's interest when I have nothing to talk about?,"['Education Level', 'Emotional State', 'Profession', 'Age', 'Mental Health Status']",5
What are some ways to counteract the fear of abandonment and rejection?,"['Emotional State', 'Mental Health Status', 'Age', 'Past Self-Harm History', 'Marital Status']",5
How can I become more socially confident and form relationships in college?,"['Education Level', 'Emotional State', 'Marital Status', 'Age', 'Profession']",5
How do I make friends and where do people even make friends?,"['Age', 'Education Level', 'Emotional State', 'Profession', 'Mental Health Status']",5
How can I make and keep real friends?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Marital Status']",5
"Can you please share your own experiences with dealing with gym anxiety and some practical ways that can help me get out of this anxious cycle? Some coping skills, useful mindset?",['Emotional State'],1
"Does anyone have any tips for finding things to do in my area, or just trying to be more social in general?",['Emotional State'],1
"If I find myself starting to make a friend, should I tell them about my alexithymia? When? Is it possible that someone would still want to be friends with me even if they know I don't care emotionally about them or our friendship together?",[],0
How can I overcome my low self-esteem and improve my ability to interact with people?,"['Emotional State', 'Mental Health Status', 'Profession', 'Past Self-Harm History', 'Age']",5
How can I make the most of reconnecting with an old high school crush after years of self-improvement?,"['Emotional State', 'Mental Health Status', 'Age', 'Marital Status', 'Profession', 'Past Self-Harm History']",6
Does anyone else have a similar situation or dealt with a similar situation?,"['Emotional State', 'Marital Status', 'Mental Health Status', 'Past Self-Harm History', 'Age', 'Profession', 'Economic Status']",7
What can I do to overcome my social anxiety and build social skills?,"['Emotional State', 'Mental Health Status', 'Age', 'Past Self-Harm History', 'Education Level']",5
How can I change the way people perceive me at work to avoid feeling like they see me as a threat?,"['Profession', 'Emotional State', 'Mental Health Status']",3
"What should I text her to find out why she is avoiding me, or should I even do it?","['Emotional State', 'Past Self-Harm History', 'Age', 'Marital Status', 'Mental Health Status']",5
How can I regain my mental sharpness and reduce anxiety in conversations?,"['Mental Health Status', 'Emotional State']",2
Is it childish to be this open with my emotions?,"['Emotional State', 'Mental Health Status', 'Age']",3
How can I make friends in my second year of college when I have difficulty due to anxiety and existing social circles?,['Emotional State'],1
How can I have a normal conversation with others at school and talk to the girl I like?,['Emotional State'],1
How can I befriend people I meet despite my shyness and insecurities?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Past Self-Harm History']",5
What can I do to start a meaningful conversation?,"['Emotional State', 'Marital Status', 'Age', 'Gender', 'Education Level']",5
How can I make close friends in my current situation?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Age', 'Profession']",5
What is the etiquette for meeting people at concerts or shows?,"['Age', 'Emotional State', 'Marital Status', 'Profession', 'Mental Health Status']",5
What can I do to build meaningful friendships and connections at 25?,"['Age', 'Emotional State', 'Profession', 'Mental Health Status']",4
Any ideas of how I can combat this self doubt?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age', 'Profession', 'Education Level', 'Gender', 'Marital Status']",8
What can I do to improve my social skills and be able to make friends and find a girlfriend?,"['Emotional State', 'Mental Health Status', 'Profession', 'Marital Status', 'Age']",5
How can I meet new people at 24-25 years old?,"['Emotional State', 'Profession', 'Age', 'Mental Health Status', 'Marital Status']",5
How can I avoid looking at people's mouths when making eye contact?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession']",4
Any tips for getting out of this mindset?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Marital Status']",4
Any ideas how I can go about meeting new people in a big city?,"['Profession', 'Emotional State', 'Age', 'Mental Health Status', 'Marital Status']",5
Is it normal to feel completely lost and like everything is falling apart in my mid-20s?,"['Emotional State', 'Mental Health Status']",2
Is it normal not to have a best friend?,['Emotional State'],1
How do I overcome my anxiety and become more confident?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age', 'Health Status']",5
How can I get out of the mindset of being bullied and overcome my fear of encountering people from high school in public?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
What advice can you give for feeling like nobody likes me and struggling to talk to someone I like?,"['Emotional State', 'Mental Health Status']",2
How can I overcome my feelings of loneliness and isolation in a new country?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Past Self-Harm History']",4
How can I become more interesting and learn to talk to people to save my relationship?,"['Education Level', 'Emotional State', 'Mental Health Status', 'Age', 'Marital Status']",5
How can I form meaningful relationships with friends or significant others?,"['Marital Status', 'Emotional State', 'Mental Health Status', 'Past Self-Harm History']",4
How can I overcome my feelings of inadequacy due to my height and improve my dating life?,"['Emotional State', 'Mental Health Status', 'Profession', 'Marital Status', 'Education Level']",5
How should I get closer to her?,"['Marital Status', 'Emotional State', 'Past Self-Harm History', 'Age', 'Mental Health Status']",5
How can I overcome my social anxiety and make friends?,"['Emotional State', 'Mental Health Status', 'Age', 'Marital Status', 'Past Self-Harm History']",5
How can I improve my social skills and behavior to avoid turning people away?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Past Self-Harm History']",4
Should I try to limit my work schedule to help my social life?,"['Emotional State', 'Profession']",2
How can I stop feeling lonely and improve my chances of finding love?,"['Marital Status', 'Emotional State', 'Mental Health Status', 'Age', 'Past Self-Harm History']",5
How can I improve my ability to engage in conversations with attractive women and overcome my anxiety?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age', 'Profession']",5
Do you have any tips on how to express my feelings better to other people?,"['Emotional State', 'Marital Status', 'Profession']",3
What would you suggest me to do to change the things the way they are to get more friends and relationships and be more connected with other people?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age', 'Marital Status']",5
How can I retrain my brain to be kinder to myself after social events?,"['Emotional State', 'Mental Health Status']",2
How can I initiate friendships when people seem more friendly towards me lately?,['Emotional State'],1
How can I express my discomfort about birthday celebrations to others?,['Emotional State'],1
What steps do I take to stop all of this and find self-worth?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age', 'Profession', 'Education Level']",6
Do you have any advice on whether it would be weird to ask a guy I haven't talked to in years to grab a beer when I return to my hometown?,"['Emotional State', 'Mental Health Status']",2
How can I be less awkward or come off less standoffish?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession']",4
How can I improve my self-esteem and stop hating myself?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age', 'Profession']",5
How can I get over her and start approaching other girls?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
How can I gain confidence?,['Emotional State'],1
Why am I unable to get a girlfriend despite my efforts?,"['Emotional State', 'Marital Status', 'Past Self-Harm History', 'Age', 'Mental Health Status', 'Profession', 'Gender']",7
Does anyone else just feel really weak or self-conscious when around athletes or people with better bodies?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
What should I do? Are the problems with me? With them? I need concrete advice on how to manage this situation.,['Emotional State'],1
Any idea or advice on what I should do about attending the small house party?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age']",4
What should I do when I find myself not wanting to be social around others?,['Emotional State'],1
What are some tips on showing feelings to create stronger relationships?,"['Emotional State', 'Mental Health Status', 'Age']",3
How do I go about getting a girlfriend given my situation?,"['Emotional State', 'Mental Health Status', 'Age', 'Marital Status', 'Past Self-Harm History']",5
What should I do to manage my anxiety about attending a show alone for the first time?,"['Emotional State', 'Mental Health Status']",2
How do I learn basic social skills at age 31?,['Emotional State'],1
How can I be myself and get along with coworkers who are a different age?,"['Age', 'Emotional State', 'Profession']",3
Why do people seem to instantly dislike me or come to dislike me after meeting me a few times?,['Emotional State'],1
How can I improve my friendships so that my friends reach out to me more often?,"['Emotional State', 'Marital Status', 'Mental Health Status']",3
Is it wrong to not want to talk to him?,"['Emotional State', 'Age', 'Mental Health Status', 'Marital Status', 'Past Self-Harm History']",5
Is this something I can fix with meds or have I officially just gone mad?,"['Mental Health Status', 'Emotional State', 'Past Self-Harm History', 'Health Status']",4
What are the best ways to invite classmates to become friends?,"['Age', 'Emotional State', 'Profession', 'Education Level', 'Mental Health Status']",5
Is there any way I can try to reverse this and try to regain my confidence in talking to people and regain my social skills in general?,"['Mental Health Status', 'Emotional State']",2
How can I effectively handle the roleplay scenarios in a customer support interview when I have limited information?,['Emotional State'],1
Am I being too sensitive about my friendship with Jade?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Past Self-Harm History']",4
What are good ways to build self esteem?,"['Mental Health Status', 'Emotional State', 'Education Level']",3
"How can I improve my self-esteem and social anxiety, and make friends?","['Mental Health Status', 'Emotional State']",2
How can I practice my social skills while going out alone without feeling anxious or awkward?,"['Emotional State', 'Mental Health Status']",2
How can I be a better conversationalist and a more interesting human being overall?,"['Education Level', 'Emotional State', 'Mental Health Status', 'Age']",4
"Is there any way I can let her know that she's hurting us and herself, without making her feel like she should just shut up and not talk about her problems?",['Emotional State'],1
How can I expand my social circle and meet new people without feeling guilty about neglecting my existing friends and family commitments?,"['Emotional State', 'Marital Status', 'Age', 'Profession']",4
How can I be less clingy and anxious when talking to girls?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
What indicators would a member of the female gender give if she were interested in something beyond platonic friendship?,"['Emotional State', 'Mental Health Status', 'Age', 'Marital Status']",4
Is it too late to start trying to be social at work after being silent for the past 3 months?,"['Emotional State', 'Mental Health Status']",2
"How can I help myself get out of my head when speaking to people, and just say what I want and need to say?","['Emotional State', 'Mental Health Status', 'Education Level']",3
How can I make and maintain friendships as an adult with social interaction challenges?,"['Emotional State', 'Mental Health Status', 'Age']",3
How do I reject someone's advances in a work setting and is my behavior inappropriate in these situations?,['Profession'],1
How do you actually talk to people when you're feeling anxious?,"['Emotional State', 'Past Self-Harm History', 'Health Status']",3
What should I have done or do in the future when something like this happens again?,"['Past Self-Harm History', 'Mental Health Status', 'Age', 'Profession', 'Emotional State']",5
How can I approach girls?,[],0
How do I stop fixating on the fact I’ve no experience with girls and being afraid of someone saying yes?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
How can I get a girlfriend when I don't see any romantic opportunities?,"['Emotional State', 'Mental Health Status', 'Age', 'Marital Status', 'Profession']",5
How do I command respect from people who are better than me and not be walked on by my long-distance girlfriend who barely talks to me but still takes my money?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Past Self-Harm History', 'Profession']",5
Has anyone experienced something similar? Does anyone have any advice on why people that get to know me don't like me?,['Emotional State'],1
How can I start building new social connections in the Charleston area as a homeschooled senior who is struggling with isolation?,"['Age', 'Education Level', 'Emotional State']",3
How can I stop coming off as intimidating to others?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age']",4
How can I overcome my fear of talking to people and improve my communication skills?,"['Emotional State', 'Mental Health Status', 'Education Level', 'Health Status']",4
How can I have more social interactions?,['Emotional State'],1
How can I stop being a jerk and put my past actions to rest?,"['Mental Health Status', 'Past Self-Harm History', 'Age', 'Profession', 'Emotional State']",5
How can I make new friends in a college setting despite my anxiety and Aspergers?,"['Education Level', 'Emotional State', 'Profession', 'Age', 'Mental Health Status']",5
How do I talk to a girl I never talked to?,"['Emotional State', 'Age', 'Gender', 'Marital Status', 'Education Level']",5
Is there any way or exercise to overcome this?,"['Emotional State', 'Past Self-Harm History', 'Health Status', 'Mental Health Status', 'Profession']",5
How should I deal with my male friend who makes hurtful jokes about my body?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Marital Status']",5
What can I do to feel like I belong in my social group at university?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Age', 'Past Self-Harm History']",5
Should I get on anti-anxiety meds?,"['Emotional State', 'Health Status', 'Past Self-Harm History', 'Age', 'Mental Health Status']",5
How can I text and connect with other young guys and not feel like I'm annoying them?,"['Age', 'Emotional State', 'Mental Health Status', 'Profession', 'Past Self-Harm History']",5
Why do I always get attracted to someone who will never reciprocate my feelings?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
How can I make friends when I'm struggling with social anxiety and past negative experiences?,"['Past Self-Harm History', 'Emotional State', 'Age', 'Mental Health Status', 'Marital Status', 'Profession']",6
How can I temporarily cope with my social anxiety to pass my classes and graduate college?,"['Emotional State', 'Mental Health Status', 'Education Level', 'Health Status']",4
How can I manage this situation with my job where I feel stressed and forced into a position I don't want?,"['Profession', 'Emotional State']",2
Should I speak to my friends about being disappointed with their reaction to my panic attack?,"['Emotional State', 'Mental Health Status']",2
How can I cope with constantly being left out and feeling wrongly judged?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age', 'Profession']",5
How can I become more accepted and involved in my social group?,"['Marital Status', 'Emotional State', 'Mental Health Status', 'Age']",4
How can I practically go out more and change my mindset to feel less lonely?,"['Emotional State', 'Mental Health Status']",2
How can I manage my anxiety when talking to people?,"['Emotional State', 'Mental Health Status']",2
What can I do to express emotions more effectively in my speech and facial expressions?,"['Emotional State', 'Education Level', 'Profession']",3
Would therapy really help?,"['Mental Health Status', 'Past Self-Harm History']",2
"How can I stop this behavior, or manage my anxiety/guilt response over not being able to prevent all bad things that might happen to people I love?",['Emotional State'],1
What can I do about feeling intimidated by other guys my age and being so lonely?,"['Emotional State', 'Mental Health Status', 'Age', 'Marital Status', 'Past Self-Harm History']",5
How can I make friends in my first year at university when I don't really have the motivation and feel content being alone?,"['Emotional State', 'Mental Health Status']",2
How can I manage my anxiety for my upcoming date?,"['Emotional State', 'Mental Health Status']",2
"As a single guy, how do you even approach a girl if she’s with 3 of her friends?","['Emotional State', 'Age', 'Profession', 'Marital Status', 'Mental Health Status']",5
Does it sound like I have a chance with the guy I like at work?,"['Emotional State', 'Profession', 'Mental Health Status', 'Age', 'Marital Status']",5
"How do I get new friends when I'm broke and socially anxious? And if that's not possible, how do I work through these feelings of being alone and wanting new connections?",['Mental Health Status'],1
Any advice on why she hasn't accepted my Snapchat request and if I should be concerned about making her uncomfortable?,"['Emotional State', 'Marital Status', 'Gender', 'Age']",4
Am I doing something wrong in approaching and maintaining conversations at social events?,['Emotional State'],1
"Should I start going out now and looking for a girlfriend, or wait until I'm 25?","['Age', 'Emotional State', 'Economic Status', 'Profession', 'Marital Status']",5
How can I become more confident and increase my social skills?,"['Emotional State', 'Profession']",2
Am I doomed to settle with someone I hate out of fear of loneliness?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Past Self-Harm History']",4
How can I be a fun person to be around and maintain my new social circle?,"['Emotional State', 'Mental Health Status', 'Profession', 'Marital Status']",4
How can I make new friends while feeling incompatible with my current group?,"['Emotional State', 'Profession', 'Mental Health Status', 'Age', 'Marital Status']",5
How can I improve my social skills after isolating myself due to depression?,"['Mental Health Status', 'Emotional State']",2
"How can I have a healthy balance between self-improvement and making meaningful friendships, and am I socializing with the wrong people?","['Emotional State', 'Mental Health Status']",2
How can I better understand and navigate my social interactions given my Asperger's?,"['Mental Health Status', 'Emotional State', 'Age', 'Education Level']",4
